Coaching,Flag,Event ID,Recorded Date,Severity,Score,Observations,Vehicle,Driver ID
Coached,Not Flagged,9096-RDNV,24-Mar-17,Category 3,226,Unsafe Following (1.25 - 2 seconds),11004,350
Not In Queue,Not Flagged,9096-RDKH,24-Mar-17,Category 2,195,Incomplete Stop at Light,6104,2009
Not In Queue,Not Flagged,9096-RDK0,24-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12046,87
Not In Queue,Not Flagged,9096-RDJ4,24-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,9964,517
Aged out,Not Flagged,9096-RDJ3,24-Mar-17,Category 4,275,Unsafe Following (<= 1 second),7026,1447
Aged out,Not Flagged,9096-RDHT,24-Mar-17,Category 3,226,Unsafe Braking,15003,2003
Not In Queue,Not Flagged,9096-RDG2,24-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,15011,1398
Not In Queue,Not Flagged,9096-RDG0,24-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,10055,51
Not In Queue,Not Flagged,9096-RDBW,24-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,6005,1305
Not In Queue,Not Flagged,9096-RDBA,24-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),5069,2131
Not In Queue,Not Flagged,9096-RDAY,24-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,7044,710
Not In Queue,Not Flagged,9096-RDA6,24-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,15018,2159
Not In Queue,Not Flagged,9096-RD8Z,24-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11018,56
Not In Queue,Not Flagged,9096-RD8C,24-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),5069,2131
Not In Queue,Not Flagged,9096-RD7W,24-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12009,466
Not In Queue,Not Flagged,9096-RD7S,24-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,7019,238
Not In Queue,Not Flagged,9096-RD7Q,24-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,7019,238
Not In Queue,Not Flagged,9096-RD5R,24-Mar-17,Category 2,175,Unsafe Following (2.25 - 3 seconds),7082,528
Not In Queue,Not Flagged,9096-RD4W,24-Mar-17,Category 2,175,Unsafe Following (2.25 - 3 seconds),16216,1251
Coached,Not Flagged,9096-RD4Q,24-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,12018,288
Not In Queue,Not Flagged,9096-RD2C,24-Mar-17,Category 2,195,Incomplete Stop at Light,7032,27
Not In Queue,Not Flagged,9096-RD1V,24-Mar-17,Category 2,195,Incomplete Stop at Light,10062,122
Not In Queue,Not Flagged,9096-RCWP,17-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,12208,651
Not In Queue,Not Flagged,9096-RCPW,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,9948,172
Not In Queue,Not Flagged,9096-RCMY,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,9949,2159
Not In Queue,Not Flagged,9096-RCMP,23-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15002,172
Not In Queue,Not Flagged,9096-RCME,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,10057,1991
Not In Queue,Not Flagged,9096-RCM5,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,7004,647
Not In Queue,Not Flagged,9096-RCK4,23-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7002,167
Aged out,Not Flagged,9096-RCJJ,23-Mar-17,Category 3,226,Unsafe Following (1.25 - 2 seconds),15010,334
Not In Queue,Not Flagged,9096-RCFR,23-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9103,674
Not In Queue,Not Flagged,9096-RCFM,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,15221,2153
Not In Queue,Not Flagged,9096-RCFK,23-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13032,939
Not In Queue,Not Flagged,9096-RCD3,23-Mar-17,Category 2,195,Incomplete Stop at Light,7059,1047
Not In Queue,Not Flagged,9096-RCD0,23-Mar-17,Category 2,195,Incomplete Stop at Light,9095,1401
Not In Queue,Not Flagged,9096-RCCY,23-Mar-17,Category 2,195,Incomplete Stop at Light,12220,291
Not In Queue,Not Flagged,9096-RCBY,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,9095,1401
Not In Queue,Not Flagged,9096-RC8P,16-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10063,458
Not In Queue,Not Flagged,9096-RC8M,16-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10063,458
Not In Queue,Not Flagged,9096-RC84,23-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15017,166
Aged out,Not Flagged,9096-RC7S,23-Mar-17,Category 4,275,Failure to Attempt to Stop at Light,11004,1030
Aged out,Not Flagged,9096-RC5Y,23-Mar-17,Category 3,226,Unsafe Braking,10034,1552
Not In Queue,Not Flagged,9096-RC4F,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,7023,1888
Not In Queue,Not Flagged,9096-RC45,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,15203,207
Not In Queue,Not Flagged,9096-RC44,23-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7055,1191
Not In Queue,Not Flagged,9096-RC3H,23-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13005,1367
Not In Queue,Not Flagged,9096-RC1V,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,15203,207
Not In Queue,Not Flagged,9096-RC0E,23-Mar-17,Category 2,195,Incomplete Stop at Light,9002,1505
Not In Queue,Not Flagged,9096-RBZX,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,6016,706
Not In Queue,Not Flagged,9096-RBXX,23-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,14008,2191
Not In Queue,Not Flagged,9096-RBNY,23-Mar-17,Category 2,195,Incomplete Stop at Light,15205,1073
Not In Queue,Not Flagged,9096-RBHA,22-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),114,2123
Not In Queue,Not Flagged,9096-RBEF,22-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,9102,579
Not In Queue,Not Flagged,9096-RBCS,22-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15023,2031
Coached,Not Flagged,9096-RBC3,22-Mar-17,Category 3,226,Unsafe Following (1.25 - 2 seconds),9007,1992
Not In Queue,Not Flagged,9096-RBBY,22-Mar-17,Category 2,175,Unsafe Following (2.25 - 3 seconds),15005,60
Not In Queue,Not Flagged,9096-RBBW,22-Mar-17,Category 1,49,Unsafe Following (3.25 - 4 seconds),15005,60
Not In Queue,Not Flagged,9096-RBBE,22-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),211,202
Not In Queue,Not Flagged,9096-RBAA,20-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,11213,1618
Not In Queue,Not Flagged,9096-RB9N,22-Mar-17,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10060,588
Not In Queue,Not Flagged,9096-RB9K,22-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,9947,2159
Coached,Not Flagged,9096-RB6T,22-Mar-17,Category 3,226,"Near Collision with Fixed Object, Unsafe Lane Change/Merging/Passing",5069,805
Not In Queue,Not Flagged,9096-RB6Q,22-Mar-17,Category 2,195,Incomplete Stop at Stop Sign,5068,1637
Coached,Flagged,9096-RB6N,22-Mar-17,Category 3,226,Unsafe Braking,6017,2141
Coached,Not Flagged,9096-RB5T,22-Mar-17,Category 3,226,Unsafe Braking,5068,1637
